SMILES,GENERIC_NAME,SYNONYMS
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,Meperidine,Isonipecaïne; Meperidina; Pethidin; Pethidine; Péthidine; Pethidinum; Petidina; Petydyna
C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21.[Br-],Methscopolamine bromide,(−)-scopolamine methobromide; (−)-scopolamine methyl bromide; Hyoscine methobromide; Hyoscine methyl bromide; Methscopolamine bromide; Methylscopolamine bromide; N-methylhyoscine bromide; N-methylscopolammonium bromide; Scopolamine methobromide; Scopolamine methyl bromide
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],Sodium tetradecyl sulfate,"7-Ethyl-2-methyl-4-undecanol sulfate sodium salt; 7-ethyl-2-methyl-4-undecanolsulfate, sodium salt; Natrii tetradecylis sulfa; Sodium 2-methyl-7-ethylundecanol-4-sulfate; Sodium 7-ethyl-2-methyl-4-undecanol sulfate; Sodium tetradecyl sulfate; Sodium tetradecyl sulphate; Sodium tetradecylsulfate; STS; Tetradecilsulfato sodico; Tetradecyl sodium sulfate; Tetradecyl sulfate de sodium"
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,Dronabinol,".DELTA.1-THC; (-)-delta9-trans-Tetrahydrocannabinol; 1-trans-delta-9-Tetrahydrocannabinol; 3-Pentyl-6,6,9-trimethyl-6a,7,8,10a-tetrahydro-6H-dibenzo(b,d)pyran-1-ol; 6,6,9-Trimethyl-3-pentyl-6a,7,8,10a-tetrahydro-6H-benzo[c]chromen-1-ol; delta-9-tetrahydrocannabinol; delta-9-THC; delta(1)-tetrahydrocannabinol; delta(9)-THC; delta9-tetrahydrocannabinol; Dronabinol; Dronabinolum; Tetrahydrocannabinol; THC; Δ9-tetrahydrocannabinol"
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,Methohexital,"(±)-5-allyl-1-methyl-5-(1-methyl-2-pentynyl)barbituric acid; 5-allyl-1-methyl-5-(1-methyl-2-pentynyl)-2,4,6(1H,3H,5H)-pyrimidinetrione; 5-Allyl-1-methyl-5-(1-methyl-pent-2-ynyl)-pyrimidine-2,4,6-trione; 5-Allyl-5-(3-hexyn-2-yl)-1-methylbarbituric acid; Methohexital; Methohexitalum; Methohexitone; Metohexital; α-DL-1-methyl-5-allyl-5-(1'-methylpentyn-2-yl)barbituric acid"
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,Chlordiazepoxide,"7-chloro-2-methylamino-5-phenyl-3H-1,4-benzodiazepin-4-oxide; CDP; Chloradiazepoxide; Chlordiazepoxide; Chlordiazepoxidum; Clopoxide; Clordiazepóxido; Methaminodiazepoxide"
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],Gallamine triethiodide,Gallamin triethiodid; Gallamine triethiodide; Gallamini Triethiodidum; Triéthiodure de Gallamine; Trietioduro de galamina
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,Nabilone,Nabilon; Nabilona; Nabilone; Nabilonum
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,Oxycodone,"(-)-14-Hydroxydihydrocodeinone; 4,5-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one; 4,5alpha-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one; 4,5α-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one; Dihydro-14-hydroxycodeinone; Dihydrohydroxycodeinone; Dihydroxycodeinone; Oxicodona; Oxycodone; Oxycodonum"
N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,Dextrothyroxine,"D-thyroxine; Dextrothyroxine; Dextrothyroxinum; O-(4-hydroxy-3,5-diiodophenyl)-3,5-diiodo-D-tyrosine"
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,Acetyldigitoxin,Acetildigitoxina; Acetyl-digitoxin-alpha; Acetyldiginatin; Acetyldigitoxin; Acetyldigitoxinum; Acetylgitoxin; alpha-Acetyldigitoxin; alpha-Acetylgitaloxin; alpha-Monoacetyldigitoxin; Desglucolanatoside A; Digitoxin 3'''-acetate
NCCCCCC(=O)O,Aminocaproic acid,6-Aminocaproic acid; 6-aminohexanoic acid; Acide aminocaproïque; Ácido aminocapróico; acidum aminocaproicum; Aminocaproic acid; Aminocapronsäure; EACA; EACS; Epsilcapramine; Epsilon Aminocaproic Acid; Epsilon-Aminocaproic acid; epsilon-Aminohexanoic acid; omega-Aminocaproic acid; omega-Aminohexanoic acid
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],Anisotropine methylbromide,"8-Methyl-3-(2-propylpentanoyloxy)tropinium bromide; 8-Methyltropinium bromide 2-propylpentanoate; 8-Methyltropinium bromide 2-propylvalerate; Anisotropine methobromide; Anisotropine methylbromide; endo-8,8-Dimethyl-3-((1-oxo-2-propylpentyl)oxy)-8-azoniabicyclo(3.2.1)octane bromide; Méthylbromure d'octatropine; Methyloctatropine bromide; Metilbromuro de octatropina; Octatropine methylbromide; Octatropini methylbromidum"
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,Alitretinoin,"(2E,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid; (7E,9Z,11E,13E)-retinoic acid; 9-cis-retinoic acid; 9-cis-Tretinoin; 9(Z)-Retinoic acid; Alitretinoin; Alitretinoína; Alitrétinoïne; Alitretinoinum"
COC(CNC(N)=O)C[Hg]Cl,Chlormerodrin,{3-[(aminocarbonyl)amino]-2-methoxypropyl}chloromercury; 1-[3-(chloromercuri)-2-methoxypropyl]urea; Chlormerodrin; Chlormerodrina; Chlormerodrine; Chlormerodrinum
COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-].[Gd+3],Gadoversetamide,Gadoversetamid; Gadoversetamida; Gadoversetamide; Gadoversetamidum
CN(C)C(=O)Oc1ccc[n+](C)c1,Pyridostigmine,Piridostigmina; Pyridostigmine cation
O=C(O)CCCCCCCC(=O)O,Azelaic acid,"1,7-dicarboxyheptane; 1,7-Heptanedicarboxylic acid; 1,9-nonanedioic acid; Acide azélaïque; Ácido azelaico; Acidum acelaicum; Acidum azelaicum; Anchoic acid; Azelaic acid; Azelainsäure; Lepargylic acid; n-nonanedioic acid; Nonandisäure; Nonanedioic acid"
CC(=O)NO,Acetohydroxamic acid,"Acethydroxamsaeure; Acetic acid, oxime; Acetohydroxamate; Acetohydroxamic acid; Acetohydroximic acid; Acetyl hydroxyamino; Acetylhydroxamic acid; Acide acetohydroxamique; Acido acetohidroxamico; Acidum acetohydroxamicum; AHA; Cetohyroxamic acid; Methylhydroxamic acid; N-Acetyl hydroxyacetamide; N-Acetylhydroxylamine; N-Hydroxyacetamide"
FC(F)(F)C(F)(F)C(F)(F)F,Perflutren,"1,1,1,2,2,3,3,3-octafluoropropane; Freon 218; Octafluoropropane; Octafluorpropan; Oktafluorpropan; Perfluoropropane; Perflutren; Perflutreno"
O=C(O)[C@H](S)[C@H](S)C(=O)O,Succimer,"DIM-SA; DMS; DMS-A; DMSA; meso-2,3-Dimercaptobernsteinsäure; meso-2,3-dimercaptosuccinic acid; meso-dimercaptosuccinic acid; Succimer; succimero"
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Cinnarizine,1-(Diphenylmethyl)-4-(3-phenyl-2-propenyl)piperazine; 1-Benzhydryl-4-cinnamylpiperazin; 1-Cinnamyl-4-(diphenylmethyl)piperazine; Cinarizina; Cinnarizine; Cinnarizinum
CCNC(C)Cc1cccc(C(F)(F)F)c1,Fenfluramine,(±)-fenfluramine; 1-(m-trifluoromethyl-phenyl)-2-ethylaminopropane; DL-Fenfluramine; Fenfluramina; Fenfluramine; Fenfluraminum
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,Mazindol,Mazindol; Mazindolo; Mazindolum
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Fluticasone propionate,Fluticasone propionate
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Fluocinolone acetonide,"6alpha-fluorotriamcinolone acetonide; 6alpha,9alpha-difluoro-16alpha-hydroxyprednisolone 16,17-acetonide; 6α-fluorotriamcinolone acetonide; 6α,9α-difluoro-16α-hydroxyprednisolone 16,17-acetonide; acétonide de fluocinolone; acetónido de fluocinolona; fluocinolon acetonid; fluocinolone 16,17-acetonide; Fluocinolone acetonide; fluocinoloni acetonidum"
C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,Ulobetasol,21-chloro diflorasone; Halobetasol; Ulobetasol; Ulobétasol; Ulobetasolum
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Medroxyprogesterone acetate,"(6α)-17-(Acetyloxy)-6-methylpreg-4-ene-3,20-dione; 17-Acetoxy-6α-methylprogesterone; 17α-hydroxy-6α-methylprogesterone acetate; 6-alpha-Methyl-17-alpha-acetoxyprogesterone; 6-alpha-Methyl-17-alpha-hydroxyprogesterone acetate; 6α-Methyl-17-acetoxy progesterone; 6α-Methyl-17α-hydroxyprogesterone acetate; 6α-Methyl-4-pregnene-3,20-dion-17α-ol acetate; Medroxyacetate progesterone; Medroxyprogesterone 17-acetate; Medroxyprogesterone acetate; Methylacetoxyprogesterone; Metigestrona; MPA"
Oc1ccc2c(c1)[C@]13CCCC[C@@]1(O)[C@H](C2)N(CC1CCC1)CC3,Butorphanol,"(−)-17-(cyclobutylmethyl)morphinan-3,14-diol; (−)-butorphanol; (−)-N-cyclobutylmethyl-3,14-dihydroxymorphinan; Butorfanol; Butorphanol; Butorphanolum"
C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,Oxandrolone,Ossandrolone; Oxandrolon; Oxandrolona; Oxandrolone; Oxandrolonum
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Testosterone,17beta-hydroxy-4-androsten-3-one; 4-androsten-17β-ol-3-one; Testosteron; Testosterona; Testostérone; Testosterone; Testosteronum; Virosterone
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,Clorazepic acid,"7-chloro-2,3-dihydro-2,2-dihydroxy-5-phenyl-1H-1,4-benzodiazepine-3-carboxylic acid; Chlorazepate; Clorazepate; Clorazepic acid"
NC(N)=NN=Cc1c(Cl)cccc1Cl,Guanabenz,Guanabenz; Guanabenzo; Guanabenzum
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,Dextropropoxyphene,d-Propoxyphene; Destropropossifene; Dextropropoxifeno; Dextropropoxyphen; Dextropropoxyphène; Dextropropoxyphene; Dextropropoxyphenum; Dextroproxifeno; Propoxyphene
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,Pentazocine,Pentazocin; Pentazocina; Pentazocine; Pentazocinum
O=S(=O)([O-])[O-].[Mg+2],Magnesium sulfate,Magnesium sulfate (1:1); Magnesium sulfate anhydrous; Magnesium sulphate; magnesium(II) sulfate; Magnesiumsulfat; MgSO4
C=CCN.ClCC1CO1,Sevelamer,Sevelamer; Sévélamer; Sevelamero; Sevelamerum
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,Nafarelin,Nafarelin; Nafarelina; Nafaréline; Nafarelinum
O=C(OCc1ccccc1)c1ccccc1,Benzyl benzoate,"Acarobenzyl; Benylate; Benzevan; Benzoate de benzyle; Benzoesäurebenzylester; Benzoic acid phenylmethylester; Benzoic acid, benzyl ester; Benzoic acid, phenylmethyl ester; Benzyl benzoat; Benzyl benzoate; Benzylis benzoas; Phenylmethyl benzoate"
C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,Amphotericin B,Amfotericina B; AMPH-b; Amphotericin B; Amphotéricine B; Amphotericinum B; Liposomal amphotericin B
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Midazolam,Midazolam; Midazolamum
O=S(=O)(O)O[C@H]1[C@H](O)CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O,Pentosan polysulfate,Pentosan polysulfate; Pentosan sulfuric polyester; Pentosane polysulfate; Pentosani polysulfas; Pentosano polisulfato; Pentosanpolysulfat
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,Fludrocortisone,9alpha-Fluorocortisol; Fludrocortison; Fludrocortisona; Fludrocortisone; Fludrocortisonum; Fluohydrocortisone
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,Mycophenolate mofetil,2-morpholinoethyl (E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-5-phthalanyl)-4-methyl-4-hexenoate; Mycophenolate mofetil; Mycophenolic acid morpholinoethyl ester
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Cephaloglycin,7-(2-D-alpha-Aminophenylacetamido)cephalosporanic acid; 7-(D-2-Amino-2-phenylacetamido)-3-acetoxymethyl-delta(sup3)-cephem-4-carboxylic acid; 7-(D-alpha-Aminophenyl-acetamido)cephalosporanic acid; Cefaloglicina; Cefaloglycin; Cefaloglycine; Cefaloglycinum; CEG; Cephaloglycin anhydrous; Cephaloglycine; Cephaoglycin acid; D-(-)-Cephaloglycin; D-Cephaloglycine
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,Flurazepam,Flurazepam; Flurazépam; Flurazepamum
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,Sufentanil,N-(4-(Methoxymethyl)-1-(2-(2-thienyl)ethyl)-4-piperidinyl)-N-phenylpropanamide; N-(4-(Methoxymethyl)-1-(2-(2-thienyl)ethyl)-4-piperidyl)propionanilide; Sufentanil; Sufentanilo; Sufentanilum; Sufentanyl
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,Flurbiprofen,"(±)-2-fluoro-α-methyl-4-biphenylacetic acid; 2-(2-fluorobiphenyl-4-yl)propanoic acid; 2-fluoro-α-methyl-(1,1'-biphenyl)-4-acetic acid; 3-fluoro-4-phenylhydratropic acid; Flurbiprofen; Flurbiprofene; Flurbiprofeno; Flurbiprofenum"
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Apomorphine,"(−)-10,11-dihydroxyaporphine; (6aR)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol; (R)-5,6,6a,7-tetrahydro-6-methyl-4H-dibenzo[de,g]quinoline-10,11-diol; Apomorfina; Apomorphin; Apomorphine; R-(−)-apomorphine"
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,Adefovir dipivoxil,Adefovir di(pivaloyloxymethyl) ester; Adefovir dipivoxil; Adefovir pivoxil; bis-POM PMEA
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,Clodronic acid,"(Dichloro-phosphono-methyl)-phosphonic acid; (dichloromethylene)bisphosphonic acid; (dichloromethylene)diphosphonic acid; Acide clodronique; Acido clodronico; Acidum clodronicum; Clodronate; Clodronic acid; Clodronsaeure; Clodronsäure; dichloromethylene-1,1-bisphosphonic acid; dichloromethylene-1,1-diphosphonic acid; Dichloromethylidene diphosphonate; PHOSPHONIC ACID, (DICHLOROMETHYLENE)BIS-"
C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2.[Br-],Homatropine methylbromide,"3-alpha-Hydroxy-8-methyl-1-alpha-H,5-alpha-H-tropanium bromide mandelate; 8-Methylhomatropinium bromide; Homatropine methylbromide; Homatropini methylbromidum; Méthylbromure d'homatropine; Methylhomatropine; Methylhomatropine bromide; Methylhomatropinum bromatum; Metilbromuro de homatropina; Omatropina metilbromuro; Tropinium methobromide mandelate"
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],Nitroglycerin,"1,2,3-propanetrioltrinitrate; 1,2,3-propanetriyl nitrate; Glycerin trinitrate; Glycerol trinitrate; Glycerol, nitric acid triester; Glyceroli trinitratis; Glyceroltrinitrat; Glyceryl trinitrate; NG; Nitroglicerina; Nitroglycerin; Nitroglycerine; Nitroglycerol; Nitromed; Propane-1,2,3-triyl trinitrate; Trinitrine; Trinitroglycerin; Trinitroglycerol"
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,Atracurium besylate,Atracurium besilate; Atracurium besylate; Atracurium dibesylate; Besilate d'atracurium; Besilato de atracurio
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Mannitol,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexaol; (2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol; D-(-)-Mannitol; D-Mannitol; Manitol; Manna Sugar; Mannit; Mannite; Mannitol; Mannitolum"
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O.[Gd+3],Gadobenic acid,Acide gadobenique; Acido gadobenico; Acidum gadobenicum; Gadobenate; Gadobenic acid; Gadobensäure
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,Modafinil,2-((diphenylmethyl)sulfinyl)acetamide; Modafinil; Modafinilo; Modafinilum
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,Deferoxamine,Deferoxamin; Deferoxamina; Deferoxamine; Déferoxamine; Deferoxaminum; Deferrioxamine; Deferrioxamine B; Desferrioxamine; DFO; DFOA; DFOM
[Cl-].[K+],Potassium chloride,Chlorid draselny; Chloride of potash; Kaliumchlorid; KCl; Monopotassium chloride; Muriate of potash; Potassium chloride; Sylvite
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Hydrocortamate,"17-Hydroxycorticosterone, 21-(diethylamino)acetate; Hidrocortamato; Hydrocortamate; Hydrocortamatum"
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,Propiomazine,10-(2-Dimethylaminopropyl)-2-propionylphenothiazine; 2-Propionyl-10-(2-(dimethylamino)propyl)phenothiazine; 3-Propionyl-10-dimethylaminoisopropylphenothiazine; Propiomazin; Propiomazina; Propiomazine; Propiomazinum
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Nalidixic acid,"1-Aethyl-7-methyl-1,8-naphthyridin-4-on-3-karbonsaeure; 1-ethyl-1,4-dihydro-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid; 1-ethyl-7-methyl-1,4-dihydro-1,8-naphthyridin-4-one-3-carboxylic acid; 1-Ethyl-7-methyl-4-oxo-1,4-dihydro-[1,8]naphthyridine-3-carboxylic acid; 1,4-dihydro-1-ethyl-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid; 3-carboxy-1-ethyl-7-methyl-1,8-naphthyridin-4-one; Acide nalidixique; Acido nalidixico; Acidum nalidixicum; Nalidixic acid; Nalidixinsäure"
Cc1cccc(Nc2ccccc2C(=O)O)c1C,Mefenamic acid,"Acide méfénamique; ácido mefenámico; Acidum mefenamicum; Mefenamic acid; Mefenaminsäure; N-(2,3-xylyl)-2-aminobenzoic acid; N-2,3-xylylanthranilic acid"
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CCN(CC(=O)[O-])CC(=O)O.[Gd+3],Gadopentetic acid,Acide gadopentetique; ácido gadopentético; Acidum gadopenteticum; Gadolinium diethylenetriamine pentaacetic acid; Gadolinium DTPA; Gadopentetate; Gadopentetic acid
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,Uracil mustard,"5-(di-2-chloroethyl)aminouracil; 5-[bis(2-chloroethyl)amino]-2,4(1H,3H)-pyrimidinedione; 5-[bis(2-chloroethyl)amino]uracil; 5-[di(β-chloroethyl)amino]uracil; 5-aminouracil mustard; 5-N,N-bis(2-chloroethyl)aminouracil; Aminouracil mustard; Uracil mustard; Uracil nitrogen mustard; Uramustina; Uramustine; Uramustinum"
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Candesartan cilexetil,Candesartan cilexetil
CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,Gentamicin,Gentamicin; Gentamicina
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,Halazepam,Halazépam; Halazepam; Halazepamum
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,Alfentanil,Alfentanil; Alfentanilo; Alfentanilum; Alfentanyl; N-(1-(2-(4-Ethyl-5-oxo-2-tetrazolin-1-yl)ethyl)-4-(methoxymethyl)-4-piperidyl)propionanilide
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,Fentanyl,1-Phenethyl-4-(N-phenylpropionamido)piperidine; 1-phenethyl-4-N-propionylanilinopiperidine; Fentanil; Fentanila; Fentanilo; Fentanyl; Fentanyl CII; Fentanylum; N-(1-phenethyl-4-piperidinyl)-N-phenylpropionamide; N-(1-phenethyl-4-piperidyl)propionanilide; N-(1-Phenethyl-piperidin-4-yl)-N-phenyl-propionamide; N-(1-phenethylpiperidin-4-yl)-N-phenylpropionamide; N-phenethyl-4-(N-propionylanilino)piperidine; N-phenyl-N-(1-(2-phenylethyl)-4-piperidinyl)propanamide; Phentanyl
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,Ethynodiol diacetate,"17α-Ethynyl-19-norandrost-4-ene-3β,17-beta-diol diacetate; 17α-Ethynyl-3,17-dihydroxy-4-estrene diacetate; 17α-Ethynyl-4-estrene-3β,17β-diol diacetate; 17α-Ethynylestr-4-ene-3β,17β-diol acetate; 19-Nor-17α-pregn-4-en-20-yne-3β,17-diol diacetate; 3β, 17β-Diacetoxy-17α-ethynyl-4-oestrene; 3β,17β-Diacetoxy-19-nor-17α-pregn-4-en-20-yne; Ethynodiol diacetate; Etynodiol acetate; Etynodiol diacetate"
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,Diazepam,"7-chloro-1,3-dihydro-1-methyl-5-phenyl-2H-1,4-benzodiazepin-2-one; Diazepam; Methyl diazepinone; NRL-1"
CC1NCCOC1c1ccccc1,Phenmetrazine,2-phenyl-3-methylmorpholine; Fenmetrazin; Fenmetrazina; Phenmetrazin; Phenmetrazine; Phenmetrazinum
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,Clocortolone,"9-chloro-6alpha-Fluoro-11beta,21-dihydroxy-16alpha-methyl-1,4-pregnadien-3,20-dione; 9-chloro-6alpha-Fluoro-16alpha-methyl-1,4-pregnadiene-11beta,21-diol-3,20-dione; Clocortolon; Clocortolona; Clocortolone; Clocortolonum"
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,Oxazepam,(+-)-Oxazepam; (RS)-Oxazepam; Oxazepam
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,Methylphenobarbital,"1-Methylphenobarbital; 5-ethyl-1-methyl-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione; 5-Ethyl-1-methyl-5-phenyl-pyrimidine-2,4,6-trione; 5-ethyl-1-methyl-5-phenylbarbituric acid; Enphenemal; Mephobarbital; Mephobarbitone; Methylphenobarbital; Méthylphénobarbital; Methylphenobarbitalum; Methylphenobarbitone; Metilfenobarbital; Metilfenobarbitale; N-Methylphenobarbital"
CN[C@@H](C)[C@@H](O)c1ccccc1,Pseudoephedrine,"(+) threo-2-(methylamino)-1-phenyl-1-propanol; (+)-(1S,2S)-Pseudoephedrine; (+)-Pseudoephedrine; (+)-psi-Ephedrine; (+)-threo-Ephedrine; d-Isoephedrine; d-Pseudoephedrine; d-psi-2-Methylamino-1-phenyl-1-propanol; d-psi-Ephedrine; Isoephedrine; L-(+)-Pseudoephedrine; L(+)-psi-Ephedrine; Pseudoefedrina; pseudoéphédrine; Pseudoephedrine; Pseudoephedrine D-form; Pseudoephedrinum; Psi-ephedrin; Psi-ephedrine; trans-Ephedrine; ψ-ephedrine"
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,Levorphanol,Levorfanol; Levorfanolo; Lévorphanol; Levorphanol; Levorphanolum
NCC(=O)CCC(=O)O,Aminolevulinic acid,5-ALA; 5-Aminolevulinic acid; ácido 5-aminolevulínico; Aminolevulinic acid; dALA; δ-ALA; δ-aminolevulinic acid
