,PC1,PC2,PC3,cluster,MoA
Boceprevir,-7.293371465572021,6.515971554891426,-1.2382989719905155,2,HCV inhibitor
Boric acid,3.687241713293265,-7.04108741551741,-5.118978627069857,0,
Bortezomib,-13.373687301821931,-5.0399840870490635,-4.4340408344019195,1,NFkB pathway inhibitor|proteasome inhibitor
Bortezomib D-mannitol,-6.19769539238498,-6.6187040307111085,-1.9748388332129072,1,
Boscalid,21.492791189066303,-4.492355907487204,2.2065077121537358,0,
Bosentan,1.5171470360054775,-3.7361990272427503,1.3444997997577544,3,endothelin receptor antagonist
Bosutinib,6.0412123627577925,4.4231590533260565,-2.923693500013482,4,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor
Bretylium,-8.656558744797449,-2.3041369353434797,-0.9891339776993351,1,norepinephrine inhibitor
Brexanolone,7.7467918090747405,1.9572685345184169,-0.12493092196439648,4,
Brexpiprazole,-13.108569804091465,3.569311657578125,-0.8088317223654502,2,dopamine receptor partial agonist
Brigatinib,-4.762986067272881,3.0199192215308788,-3.248425668436672,1,ALK tyrosine kinase receptor inhibitor|EGFR inhibitor
Brilliant blue G,-14.008206218376253,-4.932280873755692,-4.268964828704225,1,
Brilliant green cation,4.871354906510534,-1.9152432075833068,-2.753215227277375,0,
Brimonidine,2.573909924342773,-2.6727524455315863,4.199439436429436,3,adrenergic receptor agonist
Brincidofovir,2.4868589773392618,-3.5318132516263985,-0.23751810725460074,3,antiviral
Brinzolamide,-0.9006897941186309,-4.038344205872649,2.1861704683563628,3,carbonic anhydrase inhibitor
Brivaracetam,4.4735066630963916,5.749576263008527,7.839790439317807,4,
Brivudine,10.824020327178646,-8.440123564018958,-2.033697623558543,0,DNA directed DNA polymerase inhibitor
Bromazepam,-0.382182442008178,-4.0968959864749435,-2.083661122618023,3,
Bromfenac,-11.095816591651365,-4.1355579561576485,0.23607703893687096,1,cyclooxygenase inhibitor
Bromhexine,15.427745737190737,2.995677839616091,-0.9642027010344859,0,mucolytic agent
Bromocriptine,5.232436283890048,0.2650756879229402,1.3888328263838707,3,dopamine receptor agonist
Bromodiphenhydramine,1.5117503992122125,1.3846377561301515,-0.054795189198929624,3,histamine receptor antagonist
Bromothalonil,-6.411623002883703,-3.4464924579845926,1.9710994768456551,1,
Bromotheophylline,-0.3727230649683419,-1.2048735072502548,6.820191046095419,3,
Bromperidol,-9.231297392249079,-2.360908925707627,1.5440298930266554,1,dopamine receptor antagonist
Brompheniramine,8.578146654360397,4.691602296087827,-3.926744582480141,4,histamine receptor antagonist
Bronopol,15.719227970797188,2.7993122107814155,0.39948893346159303,0,
Bucetin,0.005115642629310806,-1.2081333581504707,5.973878287186864,3,analgesic agent
Buclizine,24.832699155397744,-1.82394963918707,-5.829219162838635,0,histamine receptor antagonist
Budesonide,-2.248363230372157,0.37795308212956186,3.469852294281076,3,glucocorticoid receptor agonist
Bufexamac,0.9403547745483649,-0.2969880891590248,-1.4610811488401714,3,cyclooxygenase inhibitor
Bumadizone,4.9822584480904935,-0.9388955959561164,6.523701375425974,3,
Bumetanide,9.090536562843848,7.37755798429786,0.666266472277466,4,solute carrier family member inhibitor
Bupivacaine,-9.067158108968108,3.7015371565290174,2.164206434763545,1,sodium channel blocker
Buprenorphine,7.153552761460701,-0.6390288523254022,4.313010026500531,3,
Bupropion,-1.2226288345525878,7.929261186829049,1.5003892180561815,4,dopamine reuptake inhibitor
Buspirone,-5.235943062069633,0.13797171107072834,3.479890883469081,3,serotonin receptor agonist
Busulfan,0.9211789855826118,-0.4209550700403404,4.089002170998544,3,DNA inhibitor
Butabarbital,-7.2312849355814794,-2.2965028774136584,-3.196553111009963,1,GABA receptor antagonist
Butacaine,-7.109514310296303,-2.181783463843014,-0.6900133874918521,1,local anesthetic
Butalbital,-13.345525526983385,-1.0367782818224314,0.3860025343850489,1,GABA receptor antagonist
Butamben,-9.321264045947345,-1.7306796566512541,0.6935953317070507,1,sodium channel blocker
Butaperazine,8.590307739710063,2.651953436700599,2.877273639319865,4,
Butenafine,-6.489350538888385,-1.390285004275879,-1.1186795474566325,1,fungal squalene epoxidase inhibitor
Butobarbital,-10.262656688984107,-0.9010515004116745,0.8369087598194167,1,GABA receptor antagonist
Butoconazole,6.209491690094744,7.360784309857292,-5.256997394114499,4,bacterial cell wall synthesis inhibitor
Butorphanol,-5.44198039836481,3.4133102018598165,3.1464856837134234,3,
Butylene glycol,6.135964640676604,5.593334694149406,6.863970818052881,4,
Butylparaben,3.772061481427763,-3.978504151861229,-0.3461241262856873,3,DNA synthesis inhibitor
Butylscopolamine,-11.446917504938284,-4.127968085526242,-0.29059108480213725,1,acetylcholine receptor antagonist
Cabazitaxel,-10.11952937192003,-5.750900766520318,-5.5209081464198855,1,microtubule inhibitor
Cabergoline,5.792602983906554,-2.2764518142812467,3.1642183412611624,3,dopamine receptor agonist
Cabotegravir,-16.3608488979565,7.442771692935985,-3.24062485117497,2,HIV integrase inhibitor
Cabozantinib,-12.990664516854693,10.562837699381543,-2.3918421985097136,2,RET tyrosine kinase inhibitor|VEGFR inhibitor
Caffeine,-2.663968807589543,-3.6505041501550077,3.6199963263549977,3,adenosine receptor antagonist|phosphodiesterase inhibitor
Calcifediol,15.173164557486524,-12.298129468863106,-3.6503760972944033,0,vitamin D receptor agonist
Calcipotriol,2.7237775467062653,-4.334518364444344,-3.657685578485445,3,vitamin D receptor agonist
Calcitriol,15.077291784558936,8.893957301010268,-4.261870892656499,4,vitamin D receptor agonist
Calcium Phosphate,9.276060655605868,-0.49452356543306497,0.8241502147473138,0,
Calcium acetate,12.519633852565653,0.47352651668953677,1.780257890243997,0,
Calcium ascorbate,-4.988720461267432,-10.806616051112918,-3.1206115066697198,1,
Calcium carbimide,8.03809285290325,-3.64747739850898,1.7787300664147234,0,
Calcium carbonate,11.37045321449411,-2.073207108132032,0.512999377058239,0,
Calcium chloride,10.476950611598662,-1.2133298275669446,-1.3004106606403956,0,
Calcium citrate,7.79209004239679,0.14061467970148428,7.126847794714365,3,
Calcium glubionate anhydrous,-14.139929089256606,-4.3200646382102725,-2.4939754172419533,1,
Calcium glucoheptonate,-11.02810394450566,-3.7051754723301036,-0.4660114826112231,1,
Calcium gluconate,8.342182136659616,-3.9564236785388314,-8.743834276337163,0,
Calcium glycerophosphate,5.311910215868976,-0.7832171384237848,6.171332949690696,3,
Calcium lactate,5.7316630916493425,2.045900337555445,4.885460068683781,3,
Calcium levulinate,9.81745557206301,2.016606679608519,4.6046376216416105,0,
Calcium phosphate dihydrate,8.362987502156095,2.761409045154996,0.6203472239495644,4,
Calcium saccharate,-1.6409803820112936,0.9891178173928703,-2.259602457320342,3,
Calcium threonate,6.383214624894539,0.220608078608905,-3.892566011202407,0,
Calcium undecylenate,-6.802796667618758,-6.777871550354094,1.1651701517347526,1,
Camphor,5.508820787601745,0.5698794768348252,3.394053586808242,3,
Canagliflozin,20.99081656383063,-9.905742759773526,-6.63155960302443,0,sodium/glucose cotransporter inhibitor
Candesartan cilexetil,4.006139270096792,-2.1659529497328065,-4.280414662668831,3,angiotensin receptor antagonist
Candicidin,-12.27312630062874,-4.221828381768889,-1.1270142549054862,1,fungal ergosterol inhibitor
Cangrelor,-12.856774469076926,-6.089406257717266,-2.258265711797129,1,purinergic receptor antagonist
Cannabidiol,-9.470688305387458,-4.395982047197743,0.0020215009938308304,1,
Canrenoic acid,-3.5227940383237595,0.759250850007559,3.6446410013678614,3,PARG inhibitor
Cantharidin,-6.661522476108932,-2.4576486409047265,-4.536945372907066,1,protein phosphatase inhibitor
Capecitabine,15.264914502216884,-0.9488889363652185,-8.38752974551175,0,DNA synthesis inhibitor|thymidylate synthase inhibitor
Capivasertib,18.519995349705873,1.5010585944064696,-5.352544026636802,0,
Capmatinib,-6.895090249529128,12.93958745160743,-4.401283943242484,2,RET tyrosine kinase inhibitor
Capreomycin,-5.952188029360826,-0.39269937342473105,1.476364164537933,1,protein synthesis inhibitor
Capsaicin,2.622803940734881,-9.635527727587089,-2.055838064446048,3,TRPV agonist
Captopril,-2.891496577980747,-2.3568230347181376,4.431254040790286,3,angiotensin converting enzyme inhibitor
Carbamazepine,6.8543398623684615,13.68888709865442,-4.638904715257068,4,carboxamide antiepileptic
Carbamide peroxide,9.172031201265968,2.6064300255524375,5.257286682926809,4,
Carbamoylcholine,-10.258609547591204,12.156041231271999,-1.8471069751038927,2,
Carbenicillin,-6.811352076757273,-0.6674145634726535,4.917489932431248,1,bacterial cell wall synthesis inhibitor
Carbetocin,-1.5080484914604642,-4.812556698353003,-0.8379607119230275,3,oxytocin receptor agonist
Carbidopa,20.373670289519325,-4.565481205745833,-1.8754609731619634,0,aromatic L-amino acid decarboxylase inhibitor
Carbimazole,8.411993245020904,-1.4122630840775958,2.7086905848854315,0,antithyroid agent
Carbinoxamine,8.53003695466732,0.0751094612790305,7.046316991301031,0,histamine receptor antagonist
Carbocisteine,-2.725811900128764,-4.09027621185401,-0.7264388806323178,3,
Carbocromen,-5.239009546962915,-2.1623931148729083,2.609542503489546,1,
Carbon dioxide,8.104277313921228,-1.9443429910053054,5.030620909322372,0,
Carbon monoxide,2.206552375115432,-2.008012390450863,2.062582910298594,3,
Carboplatin,-8.793738445910405,-0.05806478926969083,-0.6589789559903534,1,DNA alkylating agent|DNA inhibitor
Carboprost,-13.253752525331882,5.021016647085718,-1.2430172750634634,2,
Carboprost tromethamine,-12.847973841748322,3.9547847799801747,-2.8704010853535755,2,
Carboxin,10.231628528955675,0.5636229989889932,-0.9069139056082144,0,
Carfilzomib,-17.34826921473888,-3.8763178315255313,-4.143519814940376,1,proteasome inhibitor
Carglumic acid,0.15966596294750374,5.785406076277613,6.535824489710295,3,carbamoyl phosphate synthase activator
Carindacillin,-5.45681426417925,-2.203873491639815,2.1813477446571317,1,
Cariprazine,-16.51140630408621,11.861968999349408,-4.240738604168341,2,dopamine receptor antagonist
Carisoprodol,-13.051909061375227,13.112611743917663,-3.4649874154185407,2,
Carmustine,-6.032265970403347,-8.80756264446299,0.5181018139948451,1,DNA alkylating agent|DNA inhibitor
Carprofen,-3.9473288426062654,9.058176901051851,0.07419224420889907,2,cyclooxygenase inhibitor
Carteolol,-7.246019093558027,1.2781150383214472,3.410462786836729,1,adrenergic receptor antagonist
Carvedilol,6.660064174452455,10.401905821214243,-4.3170468728127185,4,adrenergic receptor antagonist
Caspofungin,-14.015488612890287,-3.798842857931784,-1.8344052398975437,1,"""bacterial cell wall synthesis inhibitor|fungal 1,3-beta-D-glucan synthase inhibitor"""
Cedazuridine,-1.6294692817473284,-0.861633902351665,-0.661515333103428,3,
Cefaclor,-9.945181270144994,-1.843378842650441,1.5441155829318256,1,bacterial cell wall synthesis inhibitor
Cefadroxil,-11.729943912496884,-2.18019398881241,0.5131279250570867,1,bacterial cell wall synthesis inhibitor
Cefalotin,4.682122510223395,1.4036377415773038,5.877311292749595,3,bacterial cell wall synthesis inhibitor
Cefamandole,-1.8095390191368832,0.4619117931574954,3.959134388851522,3,bacterial cell wall synthesis inhibitor
Cefamandole nafate,-2.305182725636419,1.9348215512269038,5.237769833023066,3,bacterial cell wall synthesis inhibitor
Cefapirin,3.583706610032964,3.1798512502162324,7.270421842752649,3,bacterial cell wall synthesis inhibitor
Cefazolin,-2.008855731406185,-3.2191887651998066,1.5222872549461601,3,bacterial cell wall synthesis inhibitor
Cefdinir,-17.659481718819194,10.094367181930517,-3.5194737702764165,2,bacterial cell wall synthesis inhibitor
Cefditoren,-0.8147843063846328,1.7159659218421535,-1.495112095644562,3,
Cefepime,-2.4967047989451356,0.5307001773235396,4.550345722227639,3,bacterial cell wall synthesis inhibitor
Cefiderocol,-16.658734322458987,-1.3469591586349785,-2.3726960566917987,1,antibacterial
Cefixime,-5.261525437032312,-5.140056698045437,-2.662468995781136,1,bacterial cell wall synthesis inhibitor
Cefmenoxime,0.12723457613001965,1.499980194149951,4.818087699857277,3,bacterial cell wall synthesis inhibitor
Cefmetazole,-0.5734782227066456,1.9145095336365872,5.552544793842199,3,bacterial cell wall synthesis inhibitor
Cefonicid,-3.727224970454176,-3.9320128574890605,1.4763621909184934,3,bacterial cell wall synthesis inhibitor
Cefoperazone,-19.145556918660134,11.323736952848947,-4.337708746199107,2,bacterial cell wall synthesis inhibitor
Ceforanide,-5.689617291219188,-6.791276131489695,-3.6636192967067833,1,penicillin binding protein inhibitor
Cefotaxime,-4.392816110799258,-0.25212495253908246,3.9359087557701993,3,bacterial cell wall synthesis inhibitor
Cefotetan,-14.544749729671793,-2.849639737192365,1.0475568234284967,1,bacterial cell wall synthesis inhibitor
Cefotiam,-2.4124639754269643,1.7890265440067565,6.388502275105014,3,bacterial cell wall synthesis inhibitor
Cefoxitin,-2.577679085407416,3.5812980540885393,2.5038452408056746,3,bacterial cell wall synthesis inhibitor
Cefpiramide,-15.028490804947346,9.802666713609515,-2.769618506152693,2,bacterial cell wall synthesis inhibitor
Cefpirome,-7.62287411474364,-1.6555314057584958,2.042674031432633,1,bacterial cell wall synthesis inhibitor
Cefpodoxime,-1.5253526407941267,2.7367115403905795,3.637280993979853,3,bacterial cell wall synthesis inhibitor
Cefprozil,-8.517118319923162,1.538262959196804,4.386978240463525,1,bacterial cell wall synthesis inhibitor
Cefradine,-13.123570244293095,-2.353386853685621,-1.1044317497653928,1,bacterial cell wall synthesis inhibitor
Ceftaroline fosamil,-10.422955431670246,-0.9282192796738004,-1.6136778752903198,1,bacterial cell wall synthesis inhibitor
Ceftazidime,-13.116675743486145,-0.3583641269199365,0.6482899948588031,1,bacterial cell wall synthesis inhibitor
Ceftibuten,7.919980532169198,-5.992528728778616,3.633856414472981,0,bacterial cell wall synthesis inhibitor
Ceftizoxime,8.146700286202655,1.8326318702298379,0.8061662892079602,0,bacterial cell wall synthesis inhibitor
Ceftobiprole,-14.297415644114556,3.1845815247317,2.2653797452608813,2,antiinfective drug
Ceftobiprole medocaril,-12.050137676004733,-0.5001663506524667,1.6373647228767059,1,
Ceftolozane,-14.099808494622698,-0.09885288859709052,-1.4139370204119472,1,
Ceftriaxone,1.0244271356569064,1.2578271395842533,3.649829259212995,3,bacterial cell wall synthesis inhibitor
Cefuroxime,2.0242251898488335,-2.8065350952733947,3.212306298883401,3,bacterial cell wall synthesis inhibitor
Celecoxib,5.299853718892447,2.8471083112268505,1.1658471573663856,4,cyclooxygenase inhibitor
Celiprolol,-1.0926769286538456,-1.1959780093388588,8.868905703653157,3,adrenergic receptor antagonist
Cenobamate,5.6542933982067325,-3.410102385165275,6.636050330240691,3,GABA receptor modulator|voltage-gated sodium channel blocker
Cephalexin,-13.112266930633705,-2.100710641111309,-0.4474086056299423,1,bacterial cell wall synthesis inhibitor
Cephaloglycin,-11.263608908174893,-2.31927443775018,0.9311262766770092,1,
Ceritinib,11.754542268162975,6.070018647280453,0.02781398009130174,4,ALK tyrosine kinase receptor inhibitor
Cerivastatin,-2.150512453572725,-1.040345297761283,-5.8197620067067835,3,dehydropeptidase inhibitor
Ceruletide,-15.29431112755232,-6.458605974116694,-1.9845730810234006,1,CCK receptor agonist
Cetalkonium,-11.171217712806534,-4.150321646040948,-2.38703180208559,1,bacterial cell wall synthesis inhibitor
Cetirizine,7.04477676924042,10.575475959290738,-2.463496437325637,4,histamine receptor antagonist
Cetrimonium,-6.099370674685242,-2.40047686741466,-0.41998979798982017,1,
Cetrorelix,-15.845856681901672,-0.8332880645518672,-2.8577195655353194,1,gonadotropin releasing factor hormone receptor antagonist
Cetyl alcohol,20.729513290351424,-4.804010879304839,-2.262567221878186,0,local anesthetic
Cetylpyridinium,-9.289173550050375,-1.8747625105534214,0.29784299851542284,1,
Cevimeline,-4.750313022692037,5.542681283676584,4.978670533154769,3,acetylcholine receptor agonist
Chenodeoxycholic acid,-8.206101322065697,-5.525944209950619,-0.9321126652985737,1,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
Chloral hydrate,7.601778855207877,-0.8364243511312033,2.902436440776742,0,
Chlorambucil,18.156323319040755,-7.563542634882402,-4.29878940622771,0,DNA inhibitor
Chloramphenicol,-7.061143421915232,-0.8993987974448833,0.2728284830614067,1,bacterial 50S ribosomal subunit inhibitor
Chloramphenicol palmitate,-0.3208102725875887,-1.5327303877773237,-0.4741125823257583,3,protein synthesis inhibitor
Chloramphenicol succinate,-5.7669538956652175,1.7248848182478294,6.131850721193393,3,protein synthesis inhibitor
Chlorcyclizine,8.985078069892223,-0.8895225644752204,2.6139103304506284,0,histamine receptor antagonist
Chlordiazepoxide,-12.204660883073194,-2.741803386435813,-1.647230839486953,1,
Chlorhexidine,-14.564521589126048,-3.7653914871138916,-4.165972897339388,1,membrane integrity inhibitor
Chloric acid,1.7551372233762625,-3.8601154638488815,4.8434906028477736,3,bile acid
Chlorisondamine,-5.525428789149781,-5.587619603862207,-0.6912507665233896,1,
